长度	短句	频率	英文
4	怒则气上	116	
4	怒则气逆	113	
4	脓水清稀	155	
4	脓水淋漓	237	
4	牛黄丸方	111	
4	捏作饼子	120	
4	碾为细末	129	
4	年五十余	112	
4	年三十余	164	
4	年二十余	126	
4	逆于肉理	146	
4	内伤饮食	113	
4	内伤生冷	104	
4	内热口干	116	
4	内热晡热	184	
4	内寒外热	107	
4	难以转侧	115	
4	难以屈伸	110	
4	男左女右	662	
4	男子失精	108	
4	乃可攻之	302	
4	暮则谵语	108	
4	暮食朝吐	180	
4	目无所见	115	
4	目赤肿痛	127	
4	木香丸方	131	
4	木香散方	110	
4	谋虑出焉	107	
4	命在须臾	114	
4	命门火衰	134	
4	明堂经云	158	
4	名曰血分	108	
4	名曰水逆	104	
4	名曰伤寒	125	
4	名医所录	556	
4	名医别录	524	
4	面无颜色	173	
4	面色痿黄	483	
4	面色萎黄	606	
4	面色青黄	302	
4	面色青白	118	
4	面色黧黑	231	
4	面色苍白	220	
4	面目浮肿	382	
4	面黄肌瘦	223	
4	面糊为丸	364	
4	面糊和丸	109	
4	面赤目黄	116	
4	绵滤去滓	148	
4	蜜水调下	102	
4	蜜和为丸	123	
4	米饮调下	705	
4	米饮调服	148	
4	米饮送下	163	
4	米谷不化	174	
4	米泔水浸	103	
4	米泔浸炒	108	
4	梦与鬼交	108	
4	孟英诊之	105	
4	孟英视之	113	
4	每于食前	979	
4	每于食后	253	
4	每用一字	198	
4	每用一丸	298	
4	每用一钱	222	
4	每用五钱	118	
4	每用少许	570	
4	每用三钱	161	
4	每用二钱	166	
4	每用半钱	137	
4	每五十丸	166	
4	每三十丸	191	
4	每日一剂	137	
4	每日空心	350	
4	每日3次	178	
4	每日2次	191	
4	每日1剂	564	
4	每日1次	145	
4	每服一字	496	
4	每服一盏	116	
4	每服一丸	3006	
4	每服一匙	125	
4	每服一升	116	
4	每服一钱	4787	
4	每服一两	540	
4	每服一粒	149	
4	每服五丸	537	
4	每服五钱	4079	
4	每服五分	284	
4	每服四钱	4628	
4	每服食前	367	
4	每服十丸	1014	
4	每服十粒	235	
4	每服三丸	538	
4	每服三钱	8054	
4	每服三分	104	
4	每服七丸	365	
4	每服七钱	114	
4	每服空心	189	
4	每服二丸	297	
4	每服二钱	7914	
4	每服半钱	932	
4	每服半两	585	
4	每服百丸	397	
4	每服八钱	152	
4	眉棱骨痛	111	
4	毛折乃死	117	
4	毛悴色夭	162	
4	脉证机理	125	
4	脉微欲绝	301	
4	脉微弱者	130	
4	脉洪数者	103	
4	脉洪大者	202	
4	脉浮数者	139	
4	脉浮滑者	118	
4	脉浮发热	110	
4	脉浮而数	153	
4	脉浮而紧	311	
4	脉浮而大	104	
4	脉浮大者	101	
4	脉沉紧者	124	
4	脉沉而迟	113	
4	麦门冬汤	232	
4	麦冬一两	133	
4	麦冬五钱	160	
4	麦冬三钱	132	
4	麻油调敷	164	
4	麻油调搽	136	
4	麻木不仁	116	
4	麻黄汤方	114	
4	屡试屡验	139	
4	罗为细末	353	
4	六君子汤	702	
4	流水不冰	188	
4	留而不去	500	
4	刘氏家传	103	
4	令人有子	257	
4	令人腰痛	139	
4	令人能食	120	
4	令人肥健	159	
4	令人不忘	103	
4	羚羊角屑	831	
4	羚羊角散	134	
4	临证指南	182	
4	临证思辨	246	
4	临卧再服	137	
4	临床运用	367	
4	临床报道	360	
4	量儿加减	105	
4	量儿大小	1213	
4	两胁胀满	169	
4	良久再服	111	
4	炼蜜为丸	2183	
4	炼蜜和丸	2504	
4	利遂不止	104	
4	利水消肿	104	
4	利大小肠	254	
4	利大小便	342	
4	立方毫米	147	
4	里急后重	837	
4	里寒外热	298	
4	李时珍云	247	
4	李时珍曰	643	
4	李东垣曰	150	
4	冷水调下	123	
4	冷热不调	209	
4	冷即易之	140	
4	冷汗自出	114	
4	劳者温之	134	
4	狂言妄语	118	
4	口中气热	106	
4	口燥咽干	315	
4	口燥舌干	107	
4	口眼喎斜	122	
4	口眼歪斜	258	
4	口吐涎沫	200	
4	口吐清水	123	
4	口吐白沫	102	
4	口舌生疮	792	
4	口舌干燥	282	
4	口内生疮	150	
4	口苦咽干	359	
4	口苦舌干	239	
4	口噤不语	105	
4	口噤不开	243	
4	口干作渴	223	
4	口干舌燥	182	
4	口干烦渴	160	
4	口不能言	301	
4	芤则为虚	138	
4	恐则气下	164	
4	空心温服	803	
4	空心食之	367	
4	空心食前	601	
4	空心热服	236	
4	空心酒下	210	
4	空心服之	239	
4	空腹食之	333	
4	空腹服之	106	
4	客气动膈	147	
4	渴欲饮水	680	
4	渴而欲饮	104	
4	渴而不呕	113	
4	可作浴汤	116	
4	可升可降	421	
4	可灸五壮	244	
4	可灸三壮	692	
4	可灸七壮	169	
4	可得闻乎	182	
4	可不慎哉	174	
4	可不慎欤	133	
4	可保无虞	104	
4	咳嗽吐痰	107	
4	咳嗽痰多	105	
4	咳嗽上气	202	
4	咳嗽喘急	178	
4	咳嗽不止	112	
4	咳逆上气	555	
4	咳而上气	127	
4	开胃进食	110	
4	开水送下	137	
4	开窍于鼻	116	
4	开宝本草	391	
4	厥阴在泉	156	
4	厥阴司天	207	
4	厥逆无脉	127	
4	决断出焉	106	
4	决渎之官	118	
4	具见本草	215	
4	举臂取之	171	
4	咀如麻豆	149	
4	酒浸一宿	660	
4	酒浸切焙	485	
4	酒糊为丸	276	
4	酒服一钱	115	
4	酒服二钱	176	
4	灸五十壮	151	
4	灸随年壮	121	
4	灸二七壮	182	
4	久服轻身	506	
4	久而不治	114	
4	久而不愈	282	
4	久不愈者	130	
4	九蒸九晒	129	
4	九窍不利	134	
4	景岳全书	846	
4	颈项强急	149	
4	精则养神	102	
4	精神倦怠	120	
4	精神昏愦	189	
4	精神恍惚	331	
4	精神好转	120	
4	精神短少	151	
4	精神不守	114	
4	精不足者	120	
4	惊则气乱	114	
4	经验良方	168	
4	经验后方	201	
4	经水适来	255	
4	经水不调	112	
4	经脉不调	133	
4	经久不瘥	123	
4	经候不调	157	
4	禁不可灸	112	
4	紧则为寒	237	
4	筋脉挛急	148	
4	筋脉拘挛	197	
4	筋脉拘急	418	
4	筋骨疼痛	354	
4	津液得下	121	
4	津液藏焉	278	
4	津液不足	148	
4	津液不通	120	
4	津液不行	106	
4	金毛狗脊	132	
4	金匮要略	2420	
4	金箔为衣	268	
4	今附于后	137	
4	今反利者	136	
4	结者散之	106	
4	皆属于心	120	
4	皆属于湿	116	
4	皆属于热	368	
4	皆属于脾	130	
4	皆属于火	410	
4	皆属于肝	124	
4	皆属于肺	122	
4	皆属心火	182	
4	皆可用之	149	
4	皆可服之	138	
4	皆不可治	106	
4	脚膝无力	158	
4	角弓反张	553	
4	姜汁糊丸	115	
4	姜枣水煎	126	
4	姜枣煎服	220	
4	姜汤送下	166	
4	姜水煎服	138	
4	健脾疏肝	165	
4	见肿疡门	216	
4	见一卷温	113	
4	见溃疡门	147	
4	见肝之病	106	
4	简要济众	113	
4	减则为寒	131	
4	煎至一钟	348	
4	煎至一盅	794	
4	煎至一盏	2887	
4	煎至一碗	124	
4	煎至五分	2969	
4	煎至四分	186	
4	煎至三分	150	
4	煎至七分	3287	
4	煎至六分	4718	
4	煎至半盏	230	
4	煎至八分	1846	
4	煎五七沸	135	
4	煎汤熏洗	110	
4	煎汤代水	128	
4	煎十余沸	119	
4	煎三五沸	158	
4	煎取一盏	223	
4	煎取一升	287	
4	煎取三升	201	
4	煎取七分	184	
4	煎取二升	156	
4	煎取八分	169	
4	煎七分服	151	
4	煎八分服	243	
4	间谷宜豆	153	
4	坚硬如石	165	
4	甲乙经云	111	
4	加五味子	260	
4	加吴茱萸	101	
4	加生地黄	125	
4	加麦门冬	136	
4	加减服之	285	
4	剂颈而还	171	
4	忌如常法	141	
4	急当救里	131	
4	吉氏家传	301	
4	肌体羸瘦	188	
4	肌肉消瘦	405	
4	肌肉不生	129	
4	肌肤甲错	164	
4	饥不欲食	161	
4	饥不能食	182	
4	霍乱转筋	396	
4	霍乱吐泻	361	
4	霍乱吐利	118	
4	祸不旋踵	145	
4	或左或右	253	
4	或痒或痛	163	
4	或未发热	113	
4	或吐或泻	153	
4	或痛或痒	112	
4	或上或下	109	
4	或如豆汁	110	
4	或前或后	125	
4	或寒或热	164	
4	或腹中痛	171	
4	或发寒热	128	
4	或多或少	184	
4	或赤或白	133	
4	火郁发之	107	
4	火淫所胜	123	
4	火性炎上	157	
4	活血化瘀	170	
4	浑身壮热	138	
4	昏不知人	262	
4	惠眼观证	119	
4	黄师处方	141	
4	黄芩三钱	142	
4	黄芩三两	127	
4	黄芩6克	128	
4	黄连一两	135	
4	黄连散方	101	
4	黄帝问曰	587	
4	黄帝素问	243	
4	黄帝内经	236	
4	化物出焉	110	
4	呼吸困难	116	
4	呼吸定息	121	
4	候冷取出	157	
4	红枣一枚	145	
4	红枣二枚	161	
4	和剂局方	258	
4	何以知之	575	
4	何以言之	505	
4	何以明之	180	
4	何以别之	350	
4	何气使然	395	
4	合而言之	114	
4	诃黎勒皮	750	
4	行步艰难	261	
4	汗之则愈	119	
4	汗多亡阳	119	
4	汗出为度	112	
4	汗出即愈	164	
4	汗出而解	116	
4	汗出而喘	118	
4	汗出恶风	173	
4	汗出短气	121	
4	汗出不止	264	
4	汗出不解	208	
4	寒者温之	103	
4	寒者热之	118	
4	寒则留之	190	
4	寒淫于内	112	
4	寒淫所胜	185	
4	寒热邪气	149	
4	寒热往来	1094	
4	寒热头痛	104	
4	寒热如疟	296	
4	寒热交作	199	
4	寒多热少	165	
4	含化咽津	133	
4	桂枝汤下	104	
4	桂枝三两	196	
4	桂枝9克	178	
4	桂枝6克	153	
4	关门不利	121	
4	关寸略大	164	
4	关寸较大	277	
4	故以为君	129	
4	骨节疼痛	538	
4	骨节酸疼	117	
4	骨节烦疼	354	
4	谷入于胃	316	
4	古今医统	383	
4	古今录验	470	
4	古方八阵	102	
4	共研细末	787	
4	共为细末	1360	
4	功能作用	358	
4	更研令匀	113	
4	各一钱半	1212	
4	各一两半	1857	
4	各为细末	155	
4	各十八铢	176	
4	各七钱半	704	
4	各二钱半	1243	
4	各二两半	268	
4	葛氏肘后	120	
4	膈咽不通	126	
4	格致余论	110	
4	干则易之	141	
4	干姜一两	117	
4	干姜三两	156	
4	干姜6克	172	
4	干即易之	226	
4	肝主疏泄	153	
4	甘草一钱	653	
4	甘草一两	265	
4	甘草五分	354	
4	甘草汤下	142	
4	甘草三钱	123	
4	甘草三两	151	
4	甘草三分	168	
4	甘草二钱	198	
4	甘草二两	571	
4	甘草6克	553	
4	甘草6g	178	
4	甘草3克	211	
4	腹中痛者	171	
4	腹中疼痛	187	
4	腹中雷鸣	328	
4	腹中绞痛	176	
4	腹胀如鼓	142	
4	腹胀满者	103	
4	腹胁胀满	311	
4	腹痛泄泻	119	
4	腹痛肠鸣	132	
4	腹痛不止	114	
4	腹内疼痛	137	
4	腹满痛者	114	
4	腹满身重	117	
4	腹满而吐	109	
4	腹满而喘	245	
4	复行一步	174	
4	复感于邪	192	
4	复发其汗	124	
4	附子一钱	141	
4	附子一枚	166	
4	妇人中风	139	
4	妇人血气	110	
4	妇人良方	291	
4	妇人带下	144	
4	浮则为虚	128	
4	浮则为风	227	
4	茯苓一两	139	
4	茯苓五钱	214	
4	茯苓汤方	101	
4	茯苓三钱	335	
4	茯苓三两	123	
4	茯苓二钱	137	
4	茯苓9克	112	
4	服之立效	103	
4	服药4剂	130	
4	服药2剂	131	
4	服药1剂	112	
4	服桂枝汤	164	
4	服方寸匕	515	
4	伏而取之	111	
4	麸炒微黄	358	
4	麸炒去瓤	116	
4	冯氏锦囊	112	
4	冯鲁瞻曰	156	
4	风则伤卫	117	
4	风淫所胜	129	
4	风为阳邪	213	
4	风湿相搏	365	
4	风寒湿痹	176	
4	分作四服	108	
4	分作三服	291	
4	分作二服	272	
4	分温再服	923	
4	分温三服	1426	
4	分温二服	392	
4	分为四服	118	
4	分为三服	559	
4	分为二服	321	
4	分三次服	196	
4	分减温服	105	
4	沸汤点服	240	
4	肺主皮毛	480	
4	肺朝百脉	159	
4	非其治也	349	
4	防风6克	144	
4	方有执曰	215	
4	方见中风	111	
4	方见伤寒	180	
4	方见补益	147	
4	方剂组成	227	
4	方剂选用	360	
4	反恶寒者	134	
4	反此者病	184	
4	烦躁作渴	115	
4	烦躁不宁	179	
4	烦躁不安	254	
4	烦热作渴	114	
4	烦渴引饮	257	
4	烦渴不止	143	
4	凡此之类	113	
4	发作有时	601	
4	发于阴也	123	
4	发于阳也	126	
4	发为筋痿	105	
4	发热作渴	364	
4	发热自汗	101	
4	发热无汗	281	
4	发热头痛	190	
4	发热口干	102	
4	发热咳嗽	119	
4	发热汗出	263	
4	发热烦躁	186	
4	发热而渴	116	
4	发热恶寒	1290	
4	发汗则愈	102	
4	发汗过多	120	
4	发汗不解	144	
4	发而为病	180	
4	二者伍用	209	
4	二者合用	202	
4	二十一个	156	
4	二钱五分	833	
4	二两五钱	183	
4	二两微炒	160	
4	二剂全愈	106	
4	二剂而愈	123	
4	二便正常	134	
4	二便如常	129	
4	二便不通	241	
4	二便不利	146	
4	耳无所闻	146	
4	耳目聪明	222	
4	耳鸣耳聋	105	
4	而复下之	141	
4	而反下之	300	
4	恶心呕吐	274	
4	恶闻食气	167	
4	恶闻食臭	108	
4	恶寒无汗	102	
4	恶寒发热	574	
4	多致不救	227	
4	多血少气	113	
4	多卧少起	112	
4	多汗恶风	192	
4	肚腹膨胀	102	
4	肚大青筋	111	
4	毒副作用	274	
4	痘疹合参	202	
4	都作一服	189	
4	都研令匀	588	
4	动脉应手	159	
4	冬伤于寒	276	
4	东垣十书	168	
4	跌打损伤	126	
4	典型病例	111	
4	地气主之	179	
4	滴水为丸	193	
4	等分为末	411	
4	登高而歌	111	
4	灯心汤下	139	
4	得之伤暑	139	
4	得气即泻	210	
4	得配本草	426	
4	捣研为散	287	
4	捣研为末	543	
4	捣为细末	139	
4	捣筛为散	2454	
4	捣筛为末	217	
4	捣罗为散	1978	
4	捣罗为末	5598	
4	捣绞取汁	156	
4	当是之时	205	
4	当利小便	145	
4	当归一两	275	
4	当归五钱	212	
4	当归散方	121	
4	当归三钱	246	
4	当归三两	102	
4	当归二钱	174	
4	当归二两	158	
4	当归9克	172	
4	当归6克	143	
4	当发其汗	167	
4	当刺期门	195	
4	当此之时	237	
4	淡姜汤下	110	
4	但头汗出	441	
4	旦发夕死	113	
4	胆胃上逆	126	
4	丹溪心法	358	
4	丹皮三钱	123	
4	怠惰嗜卧	218	
4	大则为芤	134	
4	大则病进	107	
4	大枣一枚	150	
4	大枣二枚	168	
4	大枣5枚	117	
4	大枣4枚	209	
4	大有神效	189	
4	大小便涩	149	
4	大小便难	119	
4	大小便秘	198	
4	大陷胸汤	147	
4	大肉陷下	153	
4	大青龙汤	187	
4	大渴引饮	226	
4	大建中汤	119	
4	大黄一两	108	
4	大黄四两	121	
4	大黄二两	131	
4	大骨枯槁	106	
4	大腹水肿	109	
4	大豆黄卷	169	
4	大承气汤	554	
4	大柴胡汤	530	
4	大便自利	137	
4	大便正常	131	
4	大便燥结	291	
4	大便泄泻	120	
4	大便下血	159	
4	大便溏泄	185	
4	大便溏薄	106	
4	大便如常	140	
4	大便秘者	126	
4	大便秘涩	352	
4	大便秘结	742	
4	大便滑泄	111	
4	大便干燥	141	
4	大便干结	175	
4	大便反快	112	
4	大便不通	1171	
4	大便不调	180	
4	大便不实	438	
4	大便不利	313	
4	大便闭结	156	
4	大便必硬	124	
4	大半夏汤	114	
4	打扑伤损	111	
4	锉一两半	105	
4	锉碎微炒	252	
4	锉如麻豆	564	
4	锉各一两	402	
4	锉各三分	103	
4	锉各半两	149	
4	锉炒一两	107	
4	存性为末	103	
4	醋糊为丸	215	
4	醋淬七次	255	
4	粗罗为散	416	
4	腠理不密	237	
4	从下上者	102	
4	葱白三寸	137	
4	刺足少阴	133	
4	刺入五分	123	
4	刺入三分	291	
4	此之谓也	1390	
4	此药主之	111	
4	此谓太过	149	
4	此谓反也	125	
4	此谓不及	163	
4	此为欲解	122	
4	此为实也	112	
4	此为逆也	129	
4	此为坏病	105	
4	此为何病	115	
4	此汤主之	142	
4	此其候也	278	
4	此其常也	220	
4	此凭症也	134	
4	此方主之	823	
4	此方之妙	152	
4	唇口干燥	251	
4	春伤于风	230	
4	春必病温	197	
4	吹入鼻中	184	
4	疮口不合	111	
4	处处有之	234	
4	出走耳前	133	
4	出肘后方	906	
4	出指南方	123	
4	出直指方	419	
4	出宣明论	136	
4	出危氏方	633	
4	出圣惠方	8176	
4	出三因方	206	
4	出如宜方	105	
4	出仁存方	211	
4	出千金方	1626	
4	出龙木论	154	
4	出和剂方	243	
4	出海上方	212	
4	出德生堂	137	
4	出本事方	215	
4	出本草方	176	
4	出鲍氏方	110	
4	冲为血海	112	
4	赤白带下	534	
4	迟则为寒	190	
4	吃食减少	104	
4	程应旄曰	199	
4	成无己曰	284	
4	陈实功曰	184	
4	陈皮一钱	202	
4	陈皮五分	177	
4	陈皮6克	136	
4	陈米饮下	136	
4	陈藏器云	498	
4	沉为在里	199	
4	辰砂为衣	129	
4	炒令烟尽	101	
4	炒各一两	354	
4	炒各二两	122	
4	炒各半两	212	
4	朝食暮吐	226	
4	巢氏病源	398	
4	肠胃乃伤	131	
4	肠鸣腹痛	165	
4	肠风下血	244	
4	产后中风	158	
4	产后血晕	200	
4	产后腹痛	143	
4	柴胡一钱	166	
4	柴胡6克	174	
4	茶清调下	171	
4	茶酒任下	145	
4	草豆蔻仁	130	
4	仓廪之官	102	
4	不住手搅	196	
4	不知痛痒	108	
4	不知人事	210	
4	不在此例	101	
4	不欲饮食	726	
4	不欲乳食	104	
4	不饮酒者	111	
4	不以多少	423	
4	不须服药	141	
4	不限多少	137	
4	不下饮食	296	
4	不闻香臭	163	
4	不痛不痒	176	
4	不死何待	112	
4	不思饮食	2425	
4	不思乳食	135	
4	不盛不虚	224	
4	不省人事	924	
4	不生肌肉	110	
4	不上不下	110	
4	不入药用	138	
4	不呕不渴	219	
4	不能自还	136	
4	不能转侧	349	
4	不能制水	152	
4	不能运化	141	
4	不能饮食	940	
4	不能言语	167	
4	不能消谷	159	
4	不能下食	234	
4	不能为害	150	
4	不能食者	174	
4	不能屈伸	146	
4	不能久立	278	
4	不能行步	147	
4	不能发黄	102	
4	不可治矣	116	
4	不可治也	340	
4	不可与之	104	
4	不可用也	162	
4	不可下之	134	
4	不可下也	244	
4	不可食之	196	
4	不可胜数	217	
4	不可忍者	147	
4	不可屈伸	241	
4	不可轻用	200	
4	不可攻之	330	
4	不可俯仰	127	
4	不可发汗	938	
4	不可多食	250	
4	不可多服	182	
4	不可不知	757	
4	不可不慎	180	
4	不可不察	242	
4	不可不辨	258	
4	不堪入药	102	
4	不拘时候	2327	
4	不拘时服	1762	
4	不拘多少	1033	
4	不进饮食	329	
4	不计时候	4982	
4	不恶寒者	176	
4	不得宣通	111	
4	不得小便	306	
4	不得卧者	101	
4	不得睡卧	162	
4	不得屈伸	277	
4	不得前后	117	
4	不得俯仰	111	
4	不得安卧	246	
4	不必悉具	109	
4	不必尽剂	142	
4	不必服药	159	
4	补中益气	553	
4	补之以味	138	
4	补养宣导	130	
4	晡热内热	102	
4	舶上硫黄	142	
4	舶上茴香	176	
4	病在胸中	102	
4	并宜服之	859	
4	并皆治之	891	
4	别有正方	140	
4	表证仍在	118	
4	表未解也	353	
4	表里俱虚	148	
4	表里俱热	236	
4	辨证要点	262	
4	遍身疼痛	195	
4	遍身浮肿	122	
4	便脓血者	160	
4	变化出焉	103	
4	扁鹊难经	106	
4	闭塞不通	142	
4	必先岁气	108	
4	鼻塞声重	285	
4	鼻衄不止	114	
4	鼻流清涕	305	
4	崩中带下	131	
4	本经疏证	305	
4	本经逢原	519	
4	本方条曰	323	
4	本草正义	178	
4	本草衍义	295	
4	本草新编	338	
4	本草图经	187	
4	本草拾遗	214	
4	本草求真	530	
4	本草蒙筌	394	
4	本草经疏	669	
4	本草经解	151	
4	本草汇言	662	
4	本草纲目	1491	
4	本草分经	411	
4	本草发挥	176	
4	本草崇原	265	
4	本草乘雅	324	
4	本草备要	528	
4	焙各一两	146	
4	焙干为末	360	
4	背痛彻心	120	
4	北五味子	184	
4	悲则气消	113	
4	暴注下迫	141	
4	保元汤下	214	
4	薄荷汤下	407	
4	胞衣不下	204	
4	胞衣不出	125	
4	半夏一钱	148	
4	半夏半升	186	
4	半夏9克	104	
4	半生半熟	193	
4	半生半炒	236	
4	半身不遂	842	
4	半两细研	678	
4	半两微炒	317	
4	半两生用	104	
4	半两去须	121	
4	半两去心	130	
4	半两去苗	101	
4	百证赋云	167	
4	百一选方	243	
4	百药不效	237	
4	百节疼痛	154	
4	百发百中	190	
4	白头翁汤	142	
4	白汤调下	292	
4	白汤调服	130	
4	白汤送下	308	
4	白水煎服	124	
4	白水二钟	102	
4	白术一两	167	
4	白术五钱	206	
4	白术三钱	175	
4	白术二钱	116	
4	白术二两	155	
4	白术9克	108	
4	白芍一两	119	
4	白芍五钱	142	
4	白芍三钱	153	
4	白芍9克	133	
4	白豆蔻仁	168	
4	八月采根	418	
4	按之则痛	234	
4	按之无力	267	
4	按之如无	114	
4	按之不痛	106	
4	安魂定魄	112	
4	x治中风	202	
4	x治虚劳	139	
4	x治消渴	135	
4	x治伤寒	177	
4	x治热病	263	
4	x治脚气	131	
4	x治膈气	129	
4	x栀子仁	106	
4	x犀角屑	351	
4	x犀角散	130	
4	x五味子	109	
4	x吴茱萸	219	
4	x天南星	142	
4	x生地黄	212	
4	x肉豆蔻	109	
4	x人参汤	156	
4	x人参散	165	
4	x木香丸	121	
4	x木香散	120	
4	x麦门冬	320	
4	x简便方	102	
4	x诃黎勒	126	
4	x地骨皮	113	
4	x当归散	116	
4	x川乌头	135	
4	x川升麻	167	
4	x川大黄	348	
4	x赤芍药	118	
4	x赤茯苓	296	
4	x陈橘皮	144	
4	x草豆蔻	104	
4	x槟榔散	110	
4	x白术散	135	
4	x白茯苓	160	
4	nbsp	358	
4	acid	560	
4	2007	329	
4	2006	380	
4	2005	519	
4	〔修治〕	128	
4	“太阳病	184	
4	“少阴病	103	
5	足阳明之脉	128	
5	足阳明胃经	161	
5	足太阴脾经	124	
5	足太阳之脉	108	
5	足少阴肾经	126	
5	足少阳胆经	111	
5	足厥阴肝经	210	
5	炷如小麦大	230	
5	煮取一升半	592	
5	煮取三升半	101	
5	煮取二升半	764	
5	煮米熟汤成	102	
5	主心腹邪气	115	
5	主咳逆上气	236	
5	主风寒湿痹	117	
5	竹叶石膏汤	367	
5	猪苓汤主之	166	
5	诸药不效者	174	
5	诸痛痒疮疡	105	
5	诸病源候论	103	
5	朱砂安神丸	156	
5	治痈疽发背	157	
5	治咽喉肿痛	106	
5	治心气不足	104	
5	治小便不通	196	
5	治五劳七伤	143	
5	治脾胃虚弱	296	
5	治脾胃虚寒	133	
5	治脾胃不和	197	
5	治霍乱转筋	112	
5	治肠风下血	132	
5	治产后中风	206	
5	炙甘草一钱	106	
5	炙甘草五分	108	
5	炙甘草6克	432	
5	炙甘草3克	129	
5	炙锉各一两	193	
5	炙锉各半两	129	
5	至真要大论	409	
5	枳实10克	123	
5	栀子柏皮汤	113	
5	真武汤主之	136	
5	长一寸六分	168	
5	泽泻10克	142	
5	枣二枚劈破	130	
5	再煎取三升	174	
5	月事以时下	160	
5	与小柴胡汤	244	
5	有不得隐曲	103	
5	有报告指出	138	
5	用小柴胡汤	113	
5	用水一盏半	176	
5	用六君子汤	248	
5	用补中益气	160	
5	饮服方寸匕	264	
5	茵陈五苓散	159	
5	阴中之阳也	128	
5	阴虚则内热	121	
5	因转属阳明	110	
5	以朱砂为衣	101	
5	以有热故也	102	
5	以水一中盏	3528	
5	以水一盏半	357	
5	以水一小盏	883	
5	以水一大盏	1193	
5	以水三大盏	126	
5	以水二大盏	202	
5	以生绢袋盛	172	
5	以上各一钱	204	
5	以上各一两	938	
5	以上各一分	188	
5	以上各五钱	108	
5	以上各三分	141	
5	以上各二两	177	
5	以上各等分	143	
5	以上各半两	473	
5	宜小柴胡汤	133	
5	宜大承气汤	996	
5	宜大柴胡汤	109	
5	一两去芦头	1374	
5	一两去根节	244	
5	一两炮裂锉	140	
5	一两二钱半	108	
5	一两锉微炒	460	
5	阳中之阴也	122	
5	盐水炒三钱	123	
5	循喉咙之后	106	
5	宣明五气篇	107	
5	虚则补其母	192	
5	虚烦不得眠	189	
5	杏仁10克	156	
5	新汲水调下	254	
5	心下有水气	262	
5	胁下有水气	104	
5	邪气盛则实	128	
5	小便自利者	290	
5	小便不利者	1055	
5	陷下则灸之	202	
5	仙方活命饮	183	
5	下利清谷者	108	
5	犀角地黄汤	486	
5	五脏生成篇	123	
5	五味异功散	181	
5	五苓散主之	456	
5	五常政大论	196	
5	吴清忠　说	412	
5	无热恶寒者	104	
5	卫生易简方	203	
5	为经络之海	113	
5	丸梧桐子大	139	
5	丸如梧子大	297	
5	丸如桐子大	301	
5	丸如麻子大	110	
5	丸如绿豆大	372	
5	丸如弹子大	235	
5	托里消毒散	149	
5	痛不可忍者	148	
5	同煎至一盏	359	
5	同煎至七分	925	
5	同煎至六分	301	
5	同煎至八分	423	
5	通评虚实论	136	
5	通脉四逆汤	225	
5	调胃承气汤	405	
5	天王补心丹	127	
5	疼痛不可忍	291	
5	桃仁承气汤	313	
5	桃仁10克	103	
5	桃花汤主之	122	
5	汤浸去皮尖	156	
5	汤浸去白焙	740	
5	太阴玄精石	131	
5	太阳病不解	117	
5	太平圣惠方	286	
5	苏子降气汤	154	
5	四顺清凉饮	135	
5	四逆汤主之	366	
5	四君子汤下	130	
5	水煎空心服	126	
5	水煎大半杯	164	
5	水服方寸匕	352	
5	手足厥冷者	116	
5	手阳明大肠	102	
5	手太阴肺经	108	
5	手太阳小肠	102	
5	食前温酒下	101	
5	食前稍热服	117	
5	食前米饮下	135	
5	食后临卧服	268	
5	实则泻其子	152	
5	十枣汤主之	157	
5	十全大补汤	891	
5	生气通天论	237	
5	生姜泻心汤	167	
5	生姜10克	186	
5	生甘草三钱	134	
5	生地15克	129	
5	生地10克	124	
5	升麻葛根汤	255	
5	神农本草经	774	
5	身体疼痛者	119	
5	芍药甘草汤	148	
5	上一十一味	542	
5	上一十五味	292	
5	上一十四味	253	
5	上一十三味	352	
5	上一十七味	140	
5	上一十六味	160	
5	上一十二味	569	
5	上一十八味	118	
5	上为极细末	334	
5	上同为细末	148	
5	上每服五钱	137	
5	上每服二钱	111	
5	上件药相和	159	
5	上件为细末	739	
5	上共为细末	115	
5	上等分为末	308	
5	上捣筛为散	202	
5	上捣罗为散	150	
5	上捣罗为末	336	
5	伤寒杂病论	295	
5	伤寒五六日	297	
5	伤寒四五日	137	
5	伤寒六七日	336	
5	伤寒二三日	101	
5	伤寒八九日	120	
5	三分去芦头	612	
5	三分锉微炒	223	
5	若小便利者	107	
5	若小便不利	101	
5	入足厥阴经	152	
5	入竹叶七片	102	
5	入竹沥半合	101	
5	入手太阴经	189	
5	入手太阴肺	102	
5	入生姜五片	216	
5	入生姜少许	135	
5	入生姜三片	371	
5	入生姜二片	128	
5	入生姜半分	2553	
5	入麝香少许	481	
5	如梧桐子大	5330	
5	如鸡头实大	110	
5	肉桂10克	113	
5	日三夜一服	109	
5	日华子本草	321	
5	人卫本注曰	120	
5	人参养荣汤	214	
5	人参败毒散	250	
5	人参白虎汤	210	
5	人参10克	117	
5	热病汗不出	212	
5	去滓稍热服	108	
5	去心各一两	102	
5	去皮尖双仁	167	
5	去芦头一两	147	
5	去黑皮一两	116	
5	去粗皮一两	170	
5	去粗皮三分	124	
5	去粗皮半两	195	
5	取之所别也	219	
5	清心莲子饮	163	
5	清暑益气汤	168	
5	切焙各一两	113	
